route_id,raw_instance_id,base_instance,relative_path,network_group,terrain_variant,vehicle_index,n_customers,n_vehicles,route_demand,route_distance,total_distance,fixed_vehicle_cost,lexicographic_objective,routing_feasible,routing_tw_feasible,charging_feasibility_status,route_source_instance_id,terrain_reuse,fleet_policy,generator,generator_version,seed,n_iterations,config_hash,physics_profile,unassigned_customer_ids
rc201C10_L__v0,rc201C10_L,rc201,Small_Network/10_Customers/Level/rc201C10_L.txt,Small_Network,L,0,10,1,584.0,399.646,399.646,1431781,1831427.0,True,True,unverified,rc201C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc201C10_NL__v0,rc201C10_NL,rc201,Small_Network/10_Customers/Nearly_Level/rc201C10_NL.txt,Small_Network,NL,0,10,1,584.0,399.646,399.646,1431781,1831427.0,True,True,unverified,rc201C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc201C10_VG__v0,rc201C10_VG,rc201,Small_Network/10_Customers/Very_Gentle/rc201C10_VG.txt,Small_Network,VG,0,10,1,584.0,399.646,399.646,1431781,1831427.0,True,True,unverified,rc201C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc205C10_L__v0,rc205C10_L,rc205,Small_Network/10_Customers/Level/rc205C10_L.txt,Small_Network,L,0,10,1,562.1,446.056,446.056,1722901,2168957.0,True,True,unverified,rc205C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc205C10_NL__v0,rc205C10_NL,rc205,Small_Network/10_Customers/Nearly_Level/rc205C10_NL.txt,Small_Network,NL,0,10,1,562.1,446.056,446.056,1722901,2168957.0,True,True,unverified,rc205C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc205C10_VG__v0,rc205C10_VG,rc205,Small_Network/10_Customers/Very_Gentle/rc205C10_VG.txt,Small_Network,VG,0,10,1,562.1,446.056,446.056,1722901,2168957.0,True,True,unverified,rc205C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c103C15_L__v0,c103C15_L,c103,Small_Network/15_Customers/Level/c103C15_L.txt,Small_Network,L,0,7,2,1825.0,152.842,343.982,2178661,4701304.0,True,True,unverified,c103C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c103C15_L__v1,c103C15_L,c103,Small_Network/15_Customers/Level/c103C15_L.txt,Small_Network,L,1,8,2,2920.0,191.14,343.982,2178661,4701304.0,True,True,unverified,c103C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c103C15_NL__v0,c103C15_NL,c103,Small_Network/15_Customers/Nearly_level/c103C15_NL.txt,Small_Network,NL,0,7,2,1825.0,152.842,343.982,2178661,4701304.0,True,True,unverified,c103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c103C15_NL__v1,c103C15_NL,c103,Small_Network/15_Customers/Nearly_level/c103C15_NL.txt,Small_Network,NL,1,8,2,2920.0,191.14,343.982,2178661,4701304.0,True,True,unverified,c103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c103C15_VG__v0,c103C15_VG,c103,Small_Network/15_Customers/Very_Gentle/c103C15_VG.txt,Small_Network,VG,0,7,2,1825.0,152.842,343.982,2178661,4701304.0,True,True,unverified,c103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c103C15_VG__v1,c103C15_VG,c103,Small_Network/15_Customers/Very_Gentle/c103C15_VG.txt,Small_Network,VG,1,8,2,2920.0,191.14,343.982,2178661,4701304.0,True,True,unverified,c103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c106C15_L__v0,c106C15_L,c106,Small_Network/15_Customers/Level/c106C15_L.txt,Small_Network,L,0,7,2,1642.5,148.005,274.353,2015581,4305515.0,True,True,unverified,c106C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c106C15_L__v1,c106C15_L,c106,Small_Network/15_Customers/Level/c106C15_L.txt,Small_Network,L,1,8,2,1460.0,126.348,274.353,2015581,4305515.0,True,True,unverified,c106C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c106C15_NL__v0,c106C15_NL,c106,Small_Network/15_Customers/Nearly_level/c106C15_NL.txt,Small_Network,NL,0,7,2,1642.5,148.005,274.353,2015581,4305515.0,True,True,unverified,c106C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c106C15_NL__v1,c106C15_NL,c106,Small_Network/15_Customers/Nearly_level/c106C15_NL.txt,Small_Network,NL,1,8,2,1460.0,126.348,274.353,2015581,4305515.0,True,True,unverified,c106C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c106C15_VG__v0,c106C15_VG,c106,Small_Network/15_Customers/Very_Gentle/c106C15_VG.txt,Small_Network,VG,0,7,2,1642.5,148.005,274.353,2015581,4305515.0,True,True,unverified,c106C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c106C15_VG__v1,c106C15_VG,c106,Small_Network/15_Customers/Very_Gentle/c106C15_VG.txt,Small_Network,VG,1,8,2,1460.0,126.348,274.353,2015581,4305515.0,True,True,unverified,c106C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c202C15_L__v0,c202C15_L,c202,Small_Network/15_Customers/Level/c202C15_L.txt,Small_Network,L,0,15,1,1251.4285714285716,534.335,534.335,2598241,3132576.0,True,True,unverified,c202C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c202C15_NL__v0,c202C15_NL,c202,Small_Network/15_Customers/Nearly_level/c202C15_NL.txt,Small_Network,NL,0,15,1,1251.4285714285716,534.335,534.335,2598241,3132576.0,True,True,unverified,c202C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c202C15_VG__v0,c202C15_VG,c202,Small_Network/15_Customers/Very_Gentle/c202C15_VG.txt,Small_Network,VG,0,15,1,1251.4285714285716,534.335,534.335,2598241,3132576.0,True,True,unverified,c202C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c208C15_L__v0,c208C15_L,c208,Small_Network/15_Customers/Level/c208C15_L.txt,Small_Network,L,0,15,1,1303.5714285714287,315.904,315.904,2464561,2780465.0,True,True,unverified,c208C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c208C15_NL__v0,c208C15_NL,c208,Small_Network/15_Customers/Nearly_level/c208C15_NL.txt,Small_Network,NL,0,15,1,1303.5714285714287,315.904,315.904,2464561,2780465.0,True,True,unverified,c208C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c208C15_VG__v0,c208C15_VG,c208,Small_Network/15_Customers/Very_Gentle/c208C15_VG.txt,Small_Network,VG,0,15,1,1303.5714285714287,315.904,315.904,2464561,2780465.0,True,True,unverified,c208C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_L__v0,r102C15_L,r102,Small_Network/15_Customers/Level/r102C15_L.txt,Small_Network,L,0,2,5,876.0,36.67,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_L__v1,r102C15_L,r102,Small_Network/15_Customers/Level/r102C15_L.txt,Small_Network,L,1,4,5,766.5,118.145,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_L__v2,r102C15_L,r102,Small_Network/15_Customers/Level/r102C15_L.txt,Small_Network,L,2,3,5,474.5,69.754,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_L__v3,r102C15_L,r102,Small_Network/15_Customers/Level/r102C15_L.txt,Small_Network,L,3,3,5,985.5,81.931,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_L__v4,r102C15_L,r102,Small_Network/15_Customers/Level/r102C15_L.txt,Small_Network,L,4,3,5,383.25,71.259,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_NL__v0,r102C15_NL,r102,Small_Network/15_Customers/Nearly_level/r102C15_NL.txt,Small_Network,NL,0,2,5,876.0,36.67,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_NL__v1,r102C15_NL,r102,Small_Network/15_Customers/Nearly_level/r102C15_NL.txt,Small_Network,NL,1,4,5,766.5,118.145,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_NL__v2,r102C15_NL,r102,Small_Network/15_Customers/Nearly_level/r102C15_NL.txt,Small_Network,NL,2,3,5,474.5,69.754,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_NL__v3,r102C15_NL,r102,Small_Network/15_Customers/Nearly_level/r102C15_NL.txt,Small_Network,NL,3,3,5,985.5,81.931,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_NL__v4,r102C15_NL,r102,Small_Network/15_Customers/Nearly_level/r102C15_NL.txt,Small_Network,NL,4,3,5,383.25,71.259,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_VG__v0,r102C15_VG,r102,Small_Network/15_Customers/Very_Gentle/r102C15_VG.txt,Small_Network,VG,0,2,5,876.0,36.67,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_VG__v1,r102C15_VG,r102,Small_Network/15_Customers/Very_Gentle/r102C15_VG.txt,Small_Network,VG,1,4,5,766.5,118.145,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_VG__v2,r102C15_VG,r102,Small_Network/15_Customers/Very_Gentle/r102C15_VG.txt,Small_Network,VG,2,3,5,474.5,69.754,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_VG__v3,r102C15_VG,r102,Small_Network/15_Customers/Very_Gentle/r102C15_VG.txt,Small_Network,VG,3,3,5,985.5,81.931,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C15_VG__v4,r102C15_VG,r102,Small_Network/15_Customers/Very_Gentle/r102C15_VG.txt,Small_Network,VG,4,3,5,383.25,71.259,377.759,1855411,9654814.0,True,True,unverified,r102C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_L__v0,r105C15_L,r105,Small_Network/15_Customers/Level/r105C15_L.txt,Small_Network,L,0,6,3,1916.25,122.614,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_L__v1,r105C15_L,r105,Small_Network/15_Customers/Level/r105C15_L.txt,Small_Network,L,1,5,3,894.25,99.545,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_L__v2,r105C15_L,r105,Small_Network/15_Customers/Level/r105C15_L.txt,Small_Network,L,2,4,3,1040.25,90.25,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_NL__v0,r105C15_NL,r105,Small_Network/15_Customers/Nearly_level/r105C15_NL.txt,Small_Network,NL,0,6,3,1916.25,122.614,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_NL__v1,r105C15_NL,r105,Small_Network/15_Customers/Nearly_level/r105C15_NL.txt,Small_Network,NL,1,5,3,894.25,99.545,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_NL__v2,r105C15_NL,r105,Small_Network/15_Customers/Nearly_level/r105C15_NL.txt,Small_Network,NL,2,4,3,1040.25,90.25,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_VG__v0,r105C15_VG,r105,Small_Network/15_Customers/Very_Gentle/r105C15_VG.txt,Small_Network,VG,0,6,3,1916.25,122.614,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_VG__v1,r105C15_VG,r105,Small_Network/15_Customers/Very_Gentle/r105C15_VG.txt,Small_Network,VG,1,5,3,894.25,99.545,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r105C15_VG__v2,r105C15_VG,r105,Small_Network/15_Customers/Very_Gentle/r105C15_VG.txt,Small_Network,VG,2,4,3,1040.25,90.25,312.409,1824841,5786932.0,True,True,unverified,r105C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r202C15_L__v0,r202C15_L,r202,Small_Network/15_Customers/Level/r202C15_L.txt,Small_Network,L,0,15,1,952.65,405.635,405.635,2083861,2489496.0,True,True,unverified,r202C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r202C15_NL__v0,r202C15_NL,r202,Small_Network/15_Customers/Nearly_level/r202C15_NL.txt,Small_Network,NL,0,15,1,952.65,405.635,405.635,2083861,2489496.0,True,True,unverified,r202C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r202C15_VG__v0,r202C15_VG,r202,Small_Network/15_Customers/Very_Gentle/r202C15_VG.txt,Small_Network,VG,0,15,1,952.65,405.635,405.635,2083861,2489496.0,True,True,unverified,r202C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r209C15_L__v0,r209C15_L,r209,Small_Network/15_Customers/Level/r209C15_L.txt,Small_Network,L,0,15,1,901.5500000000001,299.689,299.689,1901641,2201330.0,True,True,unverified,r209C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r209C15_NL__v0,r209C15_NL,r209,Small_Network/15_Customers/Nearly_level/r209C15_NL.txt,Small_Network,NL,0,15,1,901.5500000000001,299.689,299.689,1901641,2201330.0,True,True,unverified,r209C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r209C15_VG__v0,r209C15_VG,r209,Small_Network/15_Customers/Very_Gentle/r209C15_VG.txt,Small_Network,VG,0,15,1,901.5500000000001,299.689,299.689,1901641,2201330.0,True,True,unverified,r209C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_L__v0,rc103C15_L,rc103,Small_Network/15_Customers/Level/rc103C15_L.txt,Small_Network,L,0,5,3,912.5,102.183,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_L__v1,rc103C15_L,rc103,Small_Network/15_Customers/Level/rc103C15_L.txt,Small_Network,L,1,4,3,1149.75,176.746,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_L__v2,rc103C15_L,rc103,Small_Network/15_Customers/Level/rc103C15_L.txt,Small_Network,L,2,6,3,1660.75,127.939,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_NL__v0,rc103C15_NL,rc103,Small_Network/15_Customers/Nearly_level/rc103C15_NL.txt,Small_Network,NL,0,5,3,912.5,102.183,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_NL__v1,rc103C15_NL,rc103,Small_Network/15_Customers/Nearly_level/rc103C15_NL.txt,Small_Network,NL,1,4,3,1149.75,176.746,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_NL__v2,rc103C15_NL,rc103,Small_Network/15_Customers/Nearly_level/rc103C15_NL.txt,Small_Network,NL,2,6,3,1660.75,127.939,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_VG__v0,rc103C15_VG,rc103,Small_Network/15_Customers/Very_Gentle/rc103C15_VG.txt,Small_Network,VG,0,5,3,912.5,102.183,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_VG__v1,rc103C15_VG,rc103,Small_Network/15_Customers/Very_Gentle/rc103C15_VG.txt,Small_Network,VG,1,4,3,1149.75,176.746,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C15_VG__v2,rc103C15_VG,rc103,Small_Network/15_Customers/Very_Gentle/rc103C15_VG.txt,Small_Network,VG,2,6,3,1660.75,127.939,406.868,2670661,8418851.0,True,True,unverified,rc103C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C15_L__v0,rc108C15_L,rc108,Small_Network/15_Customers/Level/rc108C15_L.txt,Small_Network,L,0,6,3,2226.5,152.173,358.775,2600491,8160248.0,True,True,unverified,rc108C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C15_L__v1,rc108C15_L,rc108,Small_Network/15_Customers/Level/rc108C15_L.txt,Small_Network,L,1,6,3,1934.5,124.765,358.775,2600491,8160248.0,True,True,unverified,rc108C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C15_L__v2,rc108C15_L,rc108,Small_Network/15_Customers/Level/rc108C15_L.txt,Small_Network,L,2,3,3,894.25,81.837,358.775,2600491,8160248.0,True,True,unverified,rc108C15_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C15_NL__v0,rc108C15_NL,rc108,Small_Network/15_Customers/Nearly_level/rc108C15_NL.txt,Small_Network,NL,0,6,3,2226.5,152.173,358.775,2600491,8160248.0,True,True,unverified,rc108C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C15_NL__v1,rc108C15_NL,rc108,Small_Network/15_Customers/Nearly_level/rc108C15_NL.txt,Small_Network,NL,1,6,3,1934.5,124.765,358.775,2600491,8160248.0,True,True,unverified,rc108C15_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
